67971	32546	54753	75619	94173	83463	23995	26334	46707	2382	6210	69599	2105	45628	57294	88991	21438	82617	13822	8252	17885	57582	73245	88991	86911	62847	74271	22213	89784	46167	25916	99411	68959	46949	7110	85371	54624	39651	81144	54233	83944	21416	82928	47743	22193	21745	85790	75244	62924	92335	87179	60437	79939	91287	31792	85473	88790	4925	66468	97581	93699	58026	99395	26751	77790	14350	27143	21994	35706	82303	54853	6882	48300	5151	32167	21007	59386	60098	97599	91515	60417	13582	97325	87819	69375	61293	6046	17338	81482	18327	95216	36974	7652	28675	65483	59044	68152	36457	6465	10773
80470	34326	10835	79015	17632	66721	82326	86128	64470	28635	22515	3966	8794	86173	39178	94772	53678	80412	59029	32960	6684	54762	79740	88725	72799	56344	38700	53700	947	18195	34041	51966	14508	60814	91623	95760	34726	58854	13669	59381	12582	61330	94412	10080	96652	51878	61164	7649	33677	47419	26931	5408	13914	61073	5312	7078	81188	68532	29746	13626	12171	27284	92171	84755	56584	3823	22016	34043	46582	48485	27649	13339	69187	55866	91237	67565	4590	42254	3257	49426	13273	46682	4302	84263	56807	99649	2741	31574	33784	59079	53879	94937	22070	14392	1713	94496	14274	49915	11568	7736
89530	85236	79471	71227	51100	30963	63330	58485	42092	96328	82058	50793	73217	84727	12014	2759	94252	64480	41445	13555	54990	92168	38253	58934	58756	77068	66800	21559	98939	90324	35668	76467	20819	75628	69950	75118	83138	11421	98855	48013	61858	42186	80231	54541	36532	80093	41847	61012	58942	97724	32126	15773	98668	14409	1513	83833	36802	2379	56178	37676	56270	59622	97710	98632	45700	33660	85429	21322	30327	42055	75965	67709	89425	92434	92173	4406	66633	53957	23710	31152	98590	15497	83004	84076	79836	2302	18598	6612	88509	60549	63866	88847	34411	97999	47292	44914	75971	39200	2337	96818
63603	84179	13007	10751	76494	44167	8958	55967	27180	34044	81028	41295	26827	97877	18299	47910	16201	10640	71887	83455	67137	66366	66654	57758	37896	93071	89875	36460	20645	62544	88972	4680	64918	37086	15831	43975	59753	86573	55538	56744	68039	13838	4484	28763	396	3133	29890	30742	26271	66013	81558	44175	58264	19700	42268	91248	64922	96869	52586	86417	83718	89628	13116	54583	32002	56420	80815	55466	23236	43207	58408	67102	8363	42786	66982	66488	82451	66699	9572	36872	54341	38900	58768	78069	79066	84723	36710	78569	51052	30735	63475	61254	92329	86859	43197	58720	84235	88668	72287	82463
37873	85223	687	39352	91166	95108	35946	245	95297	3274	78685	16626	74719	43821	67239	39573	8452	12582	8473	11927	63308	3785	21209	20022	92791	21506	94800	3396	91943	67460	65781	61377	53058	16683	49033	11630	73178	20571	76120	13362	19478	61925	48505	4732	3858	35604	17217	56861	18152	1519	75817	77326	4158	16119	19451	81520	73687	16876	40388	44386	96586	27776	50444	62840	96268	64477	74921	40658	8703	12003	14656	34674	83070	57718	94014	51479	89596	6852	39638	12263	81399	22898	36162	76480	97172	60286	99625	56775	51881	60614	49004	77922	8955	11252	62699	45422	9471	77443	60404	23720
52011	55518	55929	89989	2111	89471	76367	23089	10173	47505	77034	85397	80930	66476	1158	21988	71758	33847	73474	75552	74289	35055	55033	61741	67310	62600	79852	99150	22253	72771	3678	62602	75243	62419	9037	93346	99552	41136	51122	90266	85293	14740	55430	43734	72375	28261	8071	21595	90913	18525	29244	85072	81133	79317	52800	47718	71213	68761	71576	44213	76282	7748	71315	67926	74561	42517	63144	13481	8825	48480	83005	22795	5354	4376	37809	15190	51759	3854	11759	92884	51489	40362	64123	94836	30445	95280	89060	7674	83618	89455	93849	67325	29161	25041	25661	25909	73230	90089	28993	98279
82987	51814	16025	30872	71543	57307	82062	32506	89402	66052	40803	28939	47581	80728	54070	7598	49472	46892	82786	4115	10442	8081	38512	32837	79432	82547	25923	7618	13697	72317	5222	84038	62157	17035	21810	52278	28682	39397	99685	87001	55980	79376	11048	56260	46378	44753	33583	53704	85656	85669	22252	48877	91548	21547	65171	31589	92489	1876	34204	13358	4038	5197	8209	18520	42200	11785	41167	21416	8477	59694	82917	43789	67981	33607	97147	16331	57052	15346	54014	49515	81440	29020	37128	6484	74515	15536	61899	54983	42564	75649	41309	95715	22630	94102	57224	69689	48937	70572	93290	95439
53566	41896	6884	76507	4145	39935	8807	471	93296	19891	84548	73485	74767	49434	77511	42186	37782	35758	75053	55149	3500	67328	26756	83020	22453	51804	67373	61486	58483	65197	11623	96618	84340	97154	88414	43230	88048	44029	45798	21411	63129	76654	79580	63725	46668	48603	85860	77537	30358	51539	36918	28496	38238	14309	95633	14212	18799	31623	90977	94647	61186	64839	41450	78321	93554	52971	38530	39334	77741	13114	79344	46346	28969	53504	5000	89614	62783	95546	2312	13576	56414	13214	40162	37654	29497	89027	56304	50742	20196	83819	93057	28596	94161	45024	71561	15867	36176	47202	68539	28446
66752	70417	65673	98748	27833	89632	72098	21263	22714	47625	9204	53262	57737	45246	27899	63571	62207	73334	30702	93049	89092	67907	41653	3912	37816	9266	6164	27929	98095	44579	79097	48465	76176	47537	7812	69980	6191	19513	5941	72920	39324	56668	4177	46835	52664	3530	68153	11932	92359	4558	80784	43625	19038	21391	85663	67666	21848	47405	35484	13787	56901	34291	22886	63889	8142	98363	92499	45242	31137	69080	13976	49135	36322	16890	48530	93998	50235	12288	88215	90117	90872	84016	34171	310	20200	7509	86151	33950	74091	89558	5271	67520	55331	81651	43531	35246	42043	57696	23723	20306
21790	41587	1085	56576	59631	67442	3386	95701	72209	99437	88523	14140	51361	51595	32684	64876	12231	2674	19552	3219	15213	45537	60836	6498	68911	33469	2302	89845	58714	70225	67568	89704	214	73190	65823	95928	64641	69179	20797	88853	75968	87180	35144	8887	29154	34734	31657	32200	14234	54689	11733	82170	81108	28819	7401	23957	45143	12780	40824	85625	72894	29340	53433	69488	47008	19828	14421	63716	1976	97668	29287	85271	26331	92872	1821	66214	12008	20928	10795	70043	10912	88059	98139	5060	47347	68368	33622	33149	92882	43117	61615	83480	94936	62184	21298	58193	48542	7076	52550	14871
55229	46405	20446	57388	49444	52039	45218	52381	89428	53508	960	43728	17973	10842	69798	45902	86076	27115	84540	58266	76378	21191	79809	35365	66670	4332	67096	69156	40674	37317	76247	50100	56544	36194	332	79675	11919	83958	93738	76176	95851	33395	65143	71580	70401	5507	94942	62699	38530	56881	64015	91175	23444	94493	9147	31033	99157	19562	53071	64125	60502	48136	39831	26079	16911	61557	54331	11681	90602	38795	78792	70879	46271	43169	92896	89442	24781	67800	88562	58266	12788	15131	65892	7020	17104	30980	38276	64438	34700	41950	43040	76648	14913	87959	27933	73773	64189	39176	70539	32167
11454	38857	12409	10294	40564	8338	78207	33830	6807	4079	19612	60631	75779	32722	81613	76342	19740	80952	15852	12083	80582	47306	69064	75877	12965	10596	30128	11076	38328	78646	30068	40807	58427	32545	768	13294	7903	56786	72019	39700	90458	14510	22644	98077	88896	88172	63485	12089	73217	77511	93536	73230	43601	49439	74707	51157	68609	22182	12675	49751	77945	96467	8536	59609	75734	83813	86238	42326	17444	65898	45078	72020	84405	28023	86892	76744	20994	73372	84071	44739	95433	34746	20576	63299	81858	15618	4965	54615	57102	90365	13972	84715	73940	71986	53299	9331	40683	98426	20018	81671
30518	24295	38638	31177	88809	60307	88264	18600	76006	9650	36142	54777	1397	64100	6712	19001	68344	7329	39000	42325	17918	75455	71455	18246	38398	49812	46349	18007	76665	69456	37015	31601	56480	98468	97769	27061	78152	18008	24699	74405	89244	62358	66183	66397	40528	91554	1115	11035	28567	34291	50321	64023	74544	82565	64270	36680	36835	84681	38635	98162	38591	26097	58931	94643	40592	33215	71994	63887	12757	58565	78255	13115	72456	62513	94119	65219	43953	47350	27172	69926	37760	54435	6569	64327	23931	61401	49068	85995	3814	1199	78829	2333	52351	88531	555	95526	12064	86073	56858	6909
94705	50138	82643	59967	80224	12053	4783	69195	39302	92528	68340	74905	25686	64344	76020	7837	12464	16793	23543	31577	99453	2393	11796	95961	49946	93915	98790	29321	60557	81410	23359	1223	61541	60461	94516	44103	57570	81348	73700	36222	84984	35376	68010	82631	44292	69891	21816	80830	57685	81028	66046	55864	82817	3701	30488	32136	31759	86162	20748	92526	88408	52648	20004	13296	93487	36225	88475	72345	44336	51594	90099	29701	29310	37393	30808	61529	93221	29172	48130	68280	6402	75923	88193	36591	59709	50993	99134	24408	79301	77906	84729	99797	11425	61331	58589	63535	38947	5028	46248	58840
30213	54565	69122	79431	317	30879	11343	92188	42011	41274	30410	63382	40568	53286	69657	95096	48741	67610	79736	75918	20233	83810	63243	51669	28353	26793	95124	14946	93958	77490	2898	84188	73127	84411	96871	66276	27063	86919	58331	29839	31896	56230	41249	59487	724	9974	20897	14352	73816	10556	36531	6799	16145	32421	76217	55210	73378	98954	31226	79906	35413	52919	33976	60309	92366	72830	55874	25634	57982	39910	56049	30834	99603	67967	13589	56086	42877	78816	56418	7270	13365	41835	40215	24806	92752	85184	70352	27777	5783	14306	1053	77458	83010	4249	12909	26739	43646	92366	38271	46849
83357	68004	95818	95381	34768	31	17145	31576	27509	91363	67826	75523	56348	58849	17633	57487	36040	7499	23521	39297	32387	7788	45388	1286	5790	35750	33344	28567	56894	2426	72218	60016	45215	28699	57260	97117	56537	11122	76177	27091	12266	40376	43792	75450	92325	10096	17115	8125	59014	46444	77461	73517	77186	56574	48337	93232	4216	35079	52967	75346	51859	20793	40213	46697	66980	33382	11898	10345	46971	72942	6942	24204	82898	78266	64317	96883	15540	77907	77350	22044	15255	49147	31778	80616	14388	49597	71309	84580	60396	51303	55623	42255	41326	36592	16714	69415	23950	42084	96683	35652
67671	56610	82229	86226	25445	40954	19359	69211	89903	70319	2633	14853	85823	31097	80376	13974	50077	24791	70342	99329	88525	53111	22158	30080	61404	14900	44362	498	44482	29529	12464	56001	64264	40111	52025	3237	44374	22595	78249	97467	77602	8443	42179	20177	87490	33712	30575	2166	60373	65592	44677	52565	46408	14698	8033	81211	91009	49346	70748	72896	47931	56704	95736	52791	8171	12882	92266	82308	64612	18369	91788	78631	44304	21672	3471	66389	15369	83372	13038	13903	56023	99762	35842	24841	79900	41885	51272	97995	46450	3717	61602	65316	80718	65595	86792	35325	96217	51874	31612	19423
17509	43491	64006	65112	92515	61325	28123	11728	44582	97013	20979	86263	34140	59828	51233	25316	92285	22025	51270	24738	33990	43146	8216	78050	92070	64629	67855	93733	23603	82610	12506	47423	10612	57169	2281	79859	83842	32728	99790	50777	14881	52165	28180	21289	73230	40263	27291	32133	44781	47333	74409	87434	15678	82947	39362	15693	43673	90321	34690	51364	8049	93657	35518	93431	76446	8127	47417	78334	16247	53226	22154	45066	30585	84081	95762	14098	57458	8050	83086	34697	62047	93462	78856	13998	99339	2358	77079	13399	12093	65432	45477	62070	28484	74298	26751	28534	87175	31813	42286	54954
88051	1370	65471	95740	89316	68981	99369	98290	90223	47322	54532	61930	28280	55095	12219	57022	63821	73435	33748	59321	85763	59122	70004	14777	59916	98869	83750	11904	16342	62200	18123	52440	42415	26647	94713	46285	5230	33371	71617	86769	78783	34947	86028	34701	41076	52052	30470	21295	41848	44422	82286	53577	38159	12333	51703	63461	36208	86324	3580	61846	58678	87399	28546	45239	66931	99452	47781	77339	72337	54885	35743	48699	44261	29241	44490	84434	72854	44362	29722	89928	35492	68191	86409	50219	20334	84128	9766	46351	25382	82699	23457	84430	36894	5615	22555	34435	68846	65813	60628	31966
29460	25795	86759	67968	32276	83609	24836	83589	44299	58266	13753	53869	54393	56031	59190	95810	99415	16114	39435	32753	56508	21312	88365	10072	69775	34965	61341	93459	68417	51451	16754	66797	46799	2323	64654	4821	56290	15082	59787	37297	91717	40453	97701	11320	67061	84084	83915	91382	34577	6241	76178	58113	4484	9601	4489	45291	95328	72657	34584	59363	76667	86268	34296	49774	64049	85016	58627	55376	95230	14462	98213	21993	77158	92194	77534	55975	26748	85787	63106	98035	99323	24413	12162	60622	93121	5603	61969	17009	75881	97649	36569	94869	44961	50389	99852	52671	98073	64255	49506	98304
42285	44694	42788	38280	29982	46937	52637	92488	28278	76169	27178	76660	68189	67074	5008	34763	68495	93594	35399	42656	39103	45513	45270	59105	72099	76022	59096	54045	74532	89770	32727	88646	12413	50271	48604	77380	23820	1002	96040	21609	13586	98403	81710	89450	48020	36635	92504	74945	32663	80442	74760	33012	16207	36369	26425	94439	25640	81167	85141	31909	61788	10176	83996	14608	38590	6468	61925	22643	89639	98710	2033	69405	2671	52105	73606	46940	19042	87925	14848	32966	26156	45771	79680	21028	81740	5020	79450	63882	69357	64063	16143	94374	71049	20159	43498	93819	55861	10406	30850	6464
50044	14142	77825	55943	2190	57164	37885	7880	34795	17898	12321	86614	42818	14921	70146	8215	84856	69178	18416	67117	43390	86942	71187	41328	46218	84142	61311	94156	64815	86453	72338	86608	97618	60970	96079	60608	7584	15497	87822	13291	82869	94923	58774	13251	98623	7260	84945	18662	50769	10473	63713	64210	30469	22896	54268	79257	3517	1663	76074	28348	4811	97995	34091	90987	59335	46002	9855	53660	9767	91121	60124	14923	13651	9818	96967	49259	45858	59812	5851	64231	80484	36996	32681	54897	22573	11893	58702	66623	96975	38272	10346	78359	87667	16270	50272	34732	92181	23106	88742	52816
69854	88668	9546	69870	51218	7733	19790	6438	92617	46930	9923	94796	72170	85341	57520	11332	71615	56392	42115	74298	93113	21227	67873	19605	87260	16448	49827	31927	52903	60617	29668	49217	15276	74182	50594	65271	33420	42808	36998	13220	6740	11313	75351	91692	21068	67644	16483	39459	3652	54535	8582	27760	37504	35219	33694	23916	50186	37701	44546	6027	6533	28279	38685	93050	88848	18763	29853	29203	66176	96452	20389	55108	63236	39305	13096	68353	88888	3471	16571	8479	13981	31148	17509	78271	15002	88372	91528	78900	17138	67506	50963	47849	42482	15596	89433	30870	13405	92197	3999	91696
64411	57156	87444	14660	40856	45532	61432	10806	55613	33564	87116	32010	67970	26862	31446	25310	22542	20871	12257	4192	44818	40223	33953	18050	90760	97862	18169	75630	20832	3092	11097	97702	8226	1727	94133	59237	47383	61333	28675	26506	51134	65501	85488	64332	52622	8495	39905	2147	61807	67560	70994	46750	29645	52652	78041	78218	14437	84349	24944	4095	59641	73768	61811	27005	53781	38567	95911	54195	56044	31617	31486	73242	50811	27779	17879	20325	89712	97935	13537	51062	39117	35975	98353	74357	70904	21298	78556	99666	58904	21532	76546	66396	95450	44387	29614	56693	45366	92385	75154	43376
33629	99724	60998	58972	47199	44511	44612	67412	75704	39956	157	34488	78080	88590	11098	35380	78699	2930	96623	52736	88722	94475	16597	70494	51721	51476	31057	62652	29450	54162	37038	34242	66881	10759	43773	87893	52273	2156	37032	19292	6398	43207	64921	16038	64494	76151	28247	70519	30044	98647	10294	34378	24427	56910	24588	76362	61230	97691	34046	94497	90597	45985	47297	58121	21826	52396	84674	87538	84542	67988	21445	87446	84257	75629	32893	12121	58080	86272	78245	87055	15406	28123	76227	63715	30406	43914	5182	57478	7517	78795	96299	30197	43607	13218	25569	25026	87059	51643	97313	16969
58259	52069	84051	63153	80391	10320	45882	77029	24532	56988	10863	81909	84296	1700	14531	76268	80425	92408	70276	3694	79614	29299	31489	3834	13240	28566	27718	70062	13845	42552	67178	35134	48414	86460	66712	39168	32333	86780	52234	37769	3336	1362	9942	32539	65245	32489	80249	93574	66738	36156	1552	89379	71870	29834	79748	57706	25264	12313	90701	44765	68022	75392	68523	85587	41766	60644	99390	69668	87181	55131	28226	82289	79874	30321	86295	48895	72477	36099	33364	39250	1403	74935	93820	18187	43619	8751	34822	1129	22250	70367	643	43315	40286	86698	92610	69459	46525	11978	10211	34305
16669	75591	6996	29484	87104	34337	18240	72742	41893	63715	6829	58451	53519	15470	19623	64153	7450	17073	70921	11027	14271	67760	67913	4526	5213	85465	70498	38289	24060	79949	94676	28011	12945	62482	93114	59072	18308	95168	42402	26095	90649	25315	31862	54879	2783	77678	90055	52657	24016	63702	90823	84854	63733	10471	44732	67616	8342	307	78520	78756	35373	99505	13761	39073	99819	45341	73669	47193	38307	29229	821	91784	16260	77878	59927	34133	29619	58546	79394	90579	79075	87800	39495	85191	51801	1120	52082	88569	83641	66199	69646	55296	89895	34033	73271	5587	50482	28913	8905	65113
54156	107	87504	82317	40518	80773	82447	18440	9715	16299	30212	12727	53169	30109	42333	40967	33635	37518	67377	37207	5451	54807	75178	27817	94569	79453	30755	50945	34815	76051	3237	5761	85686	99314	78748	83576	2644	88000	85470	62459	82096	62750	26241	23244	68127	62401	11261	22527	64872	60126	24869	89814	63213	5809	28947	43698	4047	65220	5260	85203	75213	3121	84759	8375	52323	84280	49573	62225	2442	66845	51013	59663	2596	63944	52561	81133	88495	85597	69709	49296	21756	52091	97677	56969	35477	32541	75952	65822	53968	13478	38855	60907	96640	92551	19698	88125	35836	3248	86618	93135
57096	7985	62975	27887	17094	42396	72570	44478	51504	36110	34030	11238	21462	29295	43642	83354	69324	15431	33335	17559	23169	59394	25881	95881	17449	4022	30298	20895	96750	13153	58816	34733	22035	95853	17583	42327	96663	79547	16197	44382	70760	34299	50166	79841	47716	44975	27008	90512	9560	96854	69925	21964	57752	85167	53581	71684	55132	97908	14012	81819	71970	34860	95071	20242	24386	96313	78203	55861	22872	79295	46302	57384	89308	5968	98949	73912	79319	65617	27327	89204	70353	75769	57840	54123	74009	36215	43812	53405	72952	24973	69235	20543	16273	34182	75360	63863	55439	41946	82873	24631
72561	98415	56757	99710	61243	49147	31191	82942	16477	84051	19620	34992	1794	101	83879	48595	81864	20603	35635	32671	44967	16986	84189	75273	97719	33314	94790	27935	49853	96625	62050	2532	79098	76702	55079	77102	30511	291	4844	28129	30560	37005	98554	11504	20376	56416	2323	27632	83855	25480	41001	10035	16065	90991	48222	61492	38278	45949	28544	36126	87634	24172	91317	21134	15379	41553	6046	12379	72147	17251	41036	38232	78303	87636	40040	47644	42816	55874	75227	86954	12516	13347	38089	29218	40373	33953	10053	46240	25950	90244	68001	23526	11562	41043	37744	77756	9083	27280	50690	49281
30011	84442	19655	18596	5129	98991	70273	97345	45603	39448	60211	51711	33244	18446	44116	2965	24598	17799	56934	41842	54261	42453	87131	4626	12620	13870	39041	87939	89148	16901	30534	50982	49012	99087	30019	94466	88896	74578	21573	38007	50593	84087	82416	55969	37428	98728	33067	99728	83567	39405	39041	22053	96356	26388	25693	80126	8954	43808	23689	31582	62352	6031	22724	10589	60949	91315	70872	44409	39022	13478	17362	81600	48201	73662	89742	8576	23084	16233	85676	67473	36275	32605	11597	40914	49563	35284	49505	93681	79764	37221	37378	45331	75386	28432	20980	76216	79925	49096	47154	78874
67340	94547	49177	32773	25743	7123	91412	24375	43366	32182	44474	23628	68491	97872	75509	71956	857	60642	89901	53234	54208	25060	32014	37086	39042	36365	35393	42230	89964	73122	31558	95903	92557	42071	54133	22006	79461	48585	57536	81260	58125	60630	2904	54100	12754	98256	95079	70505	69509	14423	90035	56399	57274	45696	23377	60851	45213	97807	37883	16672	66106	51469	19477	34969	3948	12943	47918	22781	42119	90215	23321	41159	87372	94179	62065	56905	5610	20566	58956	80806	3946	39124	58774	92169	84537	51861	50034	23833	72464	19024	48733	43882	69235	95744	59723	69100	73958	61687	31857	11285
69162	48093	51561	76168	12435	52179	17569	42807	42838	68483	61672	6800	63153	79687	58014	9043	74530	81493	26412	27482	52951	63982	90912	89051	11449	64456	45532	16621	12283	76797	7308	60780	33388	49833	28684	73362	42799	34384	2141	99325	46547	17199	99331	59659	7954	16133	30693	36625	34080	22863	74636	36000	68875	17698	3326	42401	38428	62934	42719	16744	3929	37461	5736	99493	50536	69626	34198	88666	80675	99827	26270	14927	79062	87712	79137	2273	7931	98543	87561	34987	82955	21139	98810	49022	62938	82853	63453	38074	38758	39948	94616	20815	10742	19411	69329	81793	31779	56280	27192	88393
92294	77267	13468	77997	41714	57195	68961	78266	51517	34686	12781	7800	51166	61314	99375	81747	22486	69026	31379	718	9580	9143	45585	79885	36349	35878	10578	60411	35457	32044	43976	75279	42153	18941	46050	73231	10862	72469	47525	69252	24304	50981	65196	21462	16024	67484	46930	5111	40603	80989	12020	27443	40421	19163	39894	29773	99561	90256	8525	873	46894	15959	13659	85921	64611	1828	99113	82662	21053	73547	4177	19257	96520	50569	52008	29918	56242	61745	22935	34503	55541	27435	86409	78465	26026	4768	64034	58835	69885	59934	38355	76142	36096	37253	55281	40750	99801	84606	33923	90670
44414	10595	37091	64303	88693	62300	1999	52870	16313	6735	37000	88595	24406	25819	49095	5257	5037	21084	65372	89402	1236	3658	76945	82864	45048	11212	88488	51850	74128	1244	59125	82259	66598	6242	20668	42645	76670	52361	16752	14023	22312	62894	74931	14255	51155	87608	41786	38177	63333	19986	51597	24231	55318	5052	35878	32850	57584	14516	40583	70299	9091	4899	93497	85982	21312	73963	37547	77907	32641	3628	91260	1711	47737	33503	45308	12546	10923	14723	42298	43435	67052	55444	25636	4570	92394	40099	23390	39292	88759	53822	21803	91802	37220	55454	5853	85752	74372	40200	37064	93497
16744	47047	32994	62616	60329	49835	3861	8100	81549	51597	63838	99558	20882	69367	60629	12092	20162	86923	47794	62815	71545	26743	52164	50335	355	10976	46830	4486	59359	6647	53799	73495	38260	25547	16845	14904	92877	31827	82190	53109	4402	86437	88879	28346	2511	33942	77400	35438	20403	72788	85860	26723	86376	59790	34447	1638	75697	41597	26795	28653	72028	63002	35434	36082	36435	72486	40625	78677	88667	47780	25578	9409	9826	66840	44428	96692	79801	48175	27427	77409	72787	274	24594	98308	80060	23523	19667	29386	63783	38426	66000	93508	44467	83418	57821	77154	42875	22705	36637	76283
